route,candidate_id,seed,asset_seam_error,multi_view_score,texture_score,component_detail_balance,locked_agent_score,selected
A,candidate_01,20260716,0.28682110553444135,0.7526960931756195,0.7611781676411243,0.6387171376017758,0.7275941840683606,False
A,candidate_02,20260717,0.25257109973343106,0.7924739943323097,0.7797686044106683,0.45476737585303034,0.7029651837438333,True
A,candidate_03,20260718,0.24376662957904863,0.7673579674409015,0.770473975304051,0.5141353131237032,0.7052987070068617,False
A,candidate_04,20260719,0.29673743609649217,0.7633982588951456,0.7767784139226926,0.620746804190196,0.7330874572299271,False
B,candidate_01,20260716,0.0004733128162067059,0.8196142049446297,0.7659602313739322,0.0,0.5932490642801933,False
B,candidate_02,20260717,0.0006346209530639145,0.8186525767397471,0.749158539583048,0.0,0.5861918176921307,False
B,candidate_03,20260718,0.00061738201603402,0.8338420703043083,0.7551987610778221,0.0,0.5939242290376368,False
B,candidate_04,20260719,0.0007957432541275865,0.8443124006666892,0.7519015466688818,0.0,0.596269958900894,True
